ind	sex	group	ref_genome	raw_file
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391997_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392003_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392003_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392004_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392004_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392007_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392007_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392010_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392010_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392012_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392012_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392014_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392014_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392019_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392019_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392020_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392020_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392024_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392024_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392027_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392027_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392032_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392032_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392034_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392034_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391981_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391981_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391989_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391989_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391990_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391990_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391991_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391991_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391993_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391993_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391994_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391994_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391996_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391996_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391998_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10391998_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392002_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392002_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392005_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392005_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392006_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392006_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392011_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392011_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392013_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392013_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392018_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392018_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392022_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392022_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392023_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392023_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392026_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392026_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392028_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392028_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392030_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392030_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392031_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392031_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392033_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392033_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392035_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392035_2.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392036_1.fastq.gz
MUST1096	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392036_2.fastq.gz
NGSHORSE001	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1048526_1.fastq.gz
NGSHORSE001	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1048526_2.fastq.gz
NGSHORSE002	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1046129_1.fastq.gz
NGSHORSE002	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1046129_2.fastq.gz
NGSHORSE003	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1046135_1.fastq.gz
NGSHORSE003	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1046135_2.fastq.gz
NGSHORSE004	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1046147_1.fastq.gz
NGSHORSE004	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR1046147_2.fastq.gz
NGSHORSE015	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR2142311_1.fastq.gz
NGSHORSE015	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR2142311_2.fastq.gz
NGSHORSE016	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR2142313_1.fastq.gz
NGSHORSE016	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR2142313_2.fastq.gz
QT_22B	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR6474900_1.fastq.gz
QT_22B	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR6474900_2.fastq.gz
QT_22C	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR6474901_1.fastq.gz
QT_22C	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR6474901_2.fastq.gz
ST22	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR2102500_1.fastq.gz
ST22	F	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/SRR2102500_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392543_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392543_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392550_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392550_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392551_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392551_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392556_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392556_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392560_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392560_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392561_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392561_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392564_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392564_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392565_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392565_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392569_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392569_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392572_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392572_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392574_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392574_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392575_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392575_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392576_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392576_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392592_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392592_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392594_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392594_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392595_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392595_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392596_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392596_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392597_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392597_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392549_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392549_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392552_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392552_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392553_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392553_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392557_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392557_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392558_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392558_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392559_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392559_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392563_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392563_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392566_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392566_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392568_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392568_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392577_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392577_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392578_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392578_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392581_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392581_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392582_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392582_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392585_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392585_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392587_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392587_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392588_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392588_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392589_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392589_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392593_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392593_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392539_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392539_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392540_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392540_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392541_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392541_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392542_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392542_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392544_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392544_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392545_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392545_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392546_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392546_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392547_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392547_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392548_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392548_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392554_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392554_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392555_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392555_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392562_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392562_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392567_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392567_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392570_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392570_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392571_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392571_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392573_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392573_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392579_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392579_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392580_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392580_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392583_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392583_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392584_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392584_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392586_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392586_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392590_1.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392590_2.fastq.gz
STCZ3328	M	horses	../data/ref_t2t/GCF_041296265.1_TB-T2T_genomic.fna	../data/pe/ERR10392591_1.fastq.gz
